"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
621439,"Buxton, Byron",1504,0.9043896572459411,1077,"74.711132939",0.4674202127659575,0.31197771587743733,0.22340425531914893,0.19127205199628597,0.13696808510638298,"7.955980539",28,11.681129741616736,427,0.2839095744680851,541,0.35970744680851063
682829,"De La Cruz, Elly",1595,0.9067652075042638,1125,"74.670582389",0.46896551724137936,0.3422222222222222,0.2413793103448276,0.20977777777777779,0.14796238244514107,"7.14932279",42,-11.107033077574556,470,0.2946708463949843,603,0.3780564263322884
665487,"Tatis Jr., Fernando",1635,0.9038142620232172,1216,"74.639793768",0.4990825688073394,0.3659539473684211,0.27217125382262997,0.22615131578947367,0.16819571865443425,"7.295944171",53,-30.48561613984207,419,0.25626911314984707,678,0.41467889908256883
657757,"Sheets, Gavin",1416,0.9065300896286812,1142,"74.620917754",0.4992937853107344,0.29246935201401053,0.23587570621468926,0.15499124343257442,0.125,"7.733040473",37,-19.51107779025421,274,0.19350282485875706,568,0.4011299435028249
606466,"Marte, Ketel",1472,0.9092032118591723,1171,"74.619183546",0.45380434782608703,0.34671221178479933,0.2758152173913043,0.1964133219470538,0.15625,"7.788396848",21,-10.835791789004995,301,0.20448369565217392,648,0.44021739130434784
592518,"Machado, Manny",1828,0.9053987122337791,1372,"74.533222664",0.4359956236323852,0.33163265306122447,0.24890590809628008,0.19752186588921283,0.14824945295404815,"7.839889409",36,-33.349923302961216,456,0.24945295404814005,692,0.3785557986870897
671739,"Harris II, Michael",1693,0.9048637092463923,1293,"74.504502156",0.43709391612522147,0.3147718484145398,0.24040165386887183,0.19876256767208042,0.151801535735381,"8.092674932",32,-29.64448143582552,400,0.23626698168930893,671,0.3963378617838157
624585,"Soler, Jorge",1046,0.9048442906574394,727,"74.480223375",0.4636711281070745,0.27097661623108665,0.18833652007648183,0.15818431911966988,0.10994263862332695,"7.807890363",14,-18.934158919809697,319,0.3049713193116635,352,0.3365200764818356
545361,"Trout, Mike",1375,0.902230971128609,1031,"74.454385462",0.45163636363636367,0.27643064985451016,0.20727272727272728,0.1687681862269641,0.12654545454545454,"7.483151375",37,-16.535048679940118,344,0.25018181818181817,445,0.3236363636363636
669127,"Langeliers, Shea",1484,0.9082007343941249,1099,"74.386354953",0.45148247978436656,0.3275705186533212,0.24258760107816713,0.18562329390354868,0.13746630727762804,"7.223097547",7,-5.108119439049325,385,0.25943396226415094,576,0.3881401617250674
621566,"Olson, Matt",1986,0.9076782449725777,1513,"74.338176808",0.45115810674723056,0.29610046265697293,0.2255790533736153,0.18638466622604097,0.1419939577039275,"7.502099673",36,-8.226273901241392,473,0.23816717019133937,669,0.3368580060422961
547180,"Harper, Bryce",1757,0.9014879425346332,1246,"74.250342812",0.4581673306772908,0.3017656500802568,0.21400113830392714,0.17897271268057785,0.12692088787706318,"7.362793386",21,-15.7704267301013,511,0.2908366533864542,598,0.34035287421741606
641857,"McMahon, Ryan",1381,0.9032047089601046,948,"74.223766242",0.42722664735698773,0.310126582278481,0.21288921071687184,0.1751054852320675,0.12020275162925416,"7.418302049",43,-42.782614704910806,433,0.31354091238233167,428,0.3099203475742216
572233,"Walker, Christian",1844,0.9012707722385142,1355,"74.200320277",0.4251626898047722,0.2900369003690037,0.2131236442516269,0.16605166051660517,0.1220173535791757,"7.456564073",79,-34.42517200832323,489,0.2651843817787419,640,0.3470715835140998
671056,"Herrera, Iván",1347,0.9082939986513824,1076,"74.176893727",0.4528582034149963,0.30947955390334575,0.24721603563474387,0.16635687732342008,0.13288789903489234,"7.822964321",15,-23.92222652494483,271,0.2011878247958426,535,0.39717891610987377
694192,"Chourio, Jackson",1436,0.9020100502512562,1117,"74.151984708",0.4310584958217272,0.3357206803939123,0.26114206128133705,0.18352730528200537,0.14275766016713093,"7.464899206",30,-0.9824503026199719,319,0.22214484679665739,577,0.40181058495821725
677951,"Witt Jr., Bobby",1726,0.9055613850996852,1336,"74.130027364",0.43453070683661654,0.3592814371257485,0.27809965237543455,0.20359281437125748,0.15758980301274622,"7.013654855",38,-4.043177914550113,390,0.22595596755504055,722,0.4183082271147161
691016,"Soderstrom, Tyler",1449,0.9084639498432602,1121,"74.125032436",0.4030365769496204,0.3220338983050847,0.24913733609385783,0.19803746654772525,0.15320910973084886,"7.480620573",37,-25.567057925659807,328,0.2263630089717046,581,0.40096618357487923
662139,"Varsho, Daulton",971,0.9049394221808015,735,"74.111338496",0.4057672502574664,0.26258503401360545,0.19876416065911431,0.1251700680272109,0.09474768280123584,"7.771207837",8,-11.246116097095053,236,0.243048403707518,347,0.3573635427394439
691176,"Domínguez, Jasson",1010,0.9099099099099099,744,"74.060493871",0.3801980198019803,0.2903225806451613,0.21386138613861386,0.16666666666666666,0.12277227722772277,"7.78679705",10,-18.260523101477144,266,0.2633663366336634,351,0.3475247524752475
668904,"Lewis, Royce",1110,0.9017059301380991,802,"73.984797027",0.4369369369369369,0.3179551122194514,0.22972972972972974,0.1633416458852868,0.11801801801801802,"8.029227243",20,-13.340964344063996,308,0.2774774774774775,414,0.372972972972973
